image_id,asymmetry,colour,dots
PAT_568_1066_235.png,0.09710693359375,1.0,0.0
PAT_599_1140_399.png,0.1868896484375,4.0,0.0
PAT_604_1150_336.png,0.051055908203125,1.0,0.0
PAT_626_1186_898.png,0.1312255859375,1.0,0.0
PAT_628_1191_564.png,0.05816650390625,1.0,0.0
PAT_631_1207_982.png,0.12457275390625,1.0,0.0
PAT_660_1249_373.png,0.12005615234375,1.0,0.0
PAT_677_1350_358.png,0.546875,1.0,1.0
PAT_684_1302_934.png,0.189697265625,1.0,0.0
PAT_686_1355_168.png,0.0673828125,3.0,0.0
PAT_710_1330_243.png,0.049560546875,3.0,0.0
PAT_719_1361_160.png,0.1514892578125,4.0,0.0
PAT_756_1496_599.png,0.12353515625,1.0,0.0
PAT_771_1489_70.png,0.318603515625,4.0,0.0
PAT_779_1472_741.png,0.142822265625,1.0,0.0
PAT_798_1772_469.png,0.7763671875,1.0,0.0
PAT_800_1513_509.png,0.1798095703125,1.0,0.0
PAT_815_1533_460.png,0.40185546875,1.0,0.0
PAT_829_1566_135.png,0.1983642578125,1.0,0.0
PAT_830_1565_911.png,0.269775390625,1.0,0.0
PAT_834_1572_430.png,0.443115234375,1.0,0.0
PAT_837_1583_124.png,0.098876953125,1.0,0.0
PAT_867_1650_825.png,0.1973876953125,1.0,0.0
PAT_874_1672_743.png,0.0445556640625,1.0,0.0
PAT_883_1682_256.png,0.154541015625,1.0,0.0
PAT_906_1722_328.png,0.1669921875,4.0,0.0
PAT_915_1738_667.png,0.1632080078125,1.0,0.0
PAT_1151_551_241.png,0.110595703125,2.0,0.0
PAT_1161_578_233.png,0.2900390625,1.0,0.0
PAT_1222_767_519.png,0.29638671875,1.0,0.0
PAT_1245_844_471.png,0.13330078125,1.0,0.0
PAT_1247_852_178.png,0.12200927734375,1.0,0.0
PAT_1282_978_328.png,0.37451171875,1.0,0.0
PAT_1299_1055_591.png,0.087158203125,2.0,0.0
PAT_1312_1102_578.png,0.1898193359375,1.0,0.0
PAT_1320_1135_471.png,0.1572265625,1.0,0.0
PAT_1326_1156_783.png,0.1134033203125,1.0,0.0
PAT_1364_1246_238.png,0.06439208984375,1.0,0.0
PAT_1379_1300_924.png,0.1395263671875,1.0,0.0
PAT_1428_1489_454.png,0.38720703125,1.0,0.0
PAT_1439_1522_320.png,0.296630859375,1.0,1.0
PAT_1443_1536_166.png,0.10626220703125,1.0,0.0
PAT_1534_1810_719.png,0.0670166015625,1.0,0.0
PAT_1538_1830_693.png,0.1363525390625,1.0,0.0
PAT_1554_2393_541.png,0.165283203125,2.0,0.0
PAT_1572_2494_224.png,0.1591796875,2.0,0.0
PAT_1581_2570_738.png,0.10760498046875,1.0,0.0
PAT_1594_2656_679.png,0.1614990234375,1.0,0.0
PAT_1596_2664_323.png,0.6044921875,1.0,0.0
PAT_1636_2869_739.png,0.1722412109375,1.0,0.0
PAT_1653_2916_994.png,0.085205078125,1.0,0.0
PAT_1680_3038_587.png,0.08966064453125,1.0,0.0
PAT_1694_3110_213.png,0.10833740234375,1.0,0.0
PAT_1718_3202_152.png,0.2379150390625,1.0,0.0
PAT_1721_3219_130.png,0.1978759765625,4.0,0.0
PAT_1730_3236_201.png,0.1553955078125,4.0,0.0
PAT_1765_3337_365.png,0.07635498046875,2.0,0.0
PAT_1783_3413_850.png,0.09747314453125,3.0,0.0
PAT_1786_3420_346.png,0.26416015625,1.0,0.0
PAT_1810_3484_347.png,0.06964111328125,2.0,0.0
PAT_1811_3487_560.png,0.33984375,1.0,0.0
PAT_1833_3599_827.png,0.18603515625,1.0,0.0
PAT_1869_3663_335.png,0.1552734375,4.0,0.0
PAT_1906_3798_588.png,0.1187744140625,1.0,0.0
PAT_1940_3901_900.png,0.0345458984375,3.0,0.0
PAT_2016_4155_600.png,0.171142578125,4.0,0.0
PAT_2018_4167_11.png,0.380859375,4.0,0.0
PAT_2046_4323_762.png,0.693359375,3.0,0.0
PAT_2056_4364_112.png,0.0665283203125,4.0,0.0
PAT_2115_4613_260.png,0.1915283203125,1.0,0.0
PAT_2159_4792_718.png,0.053009033203125,1.0,0.0
